rho,prho,C,dC
0.5999999999999995,0.47996679565812084,2.3492325568311734,0.5705809505673081
0.5999999999999995,0.6050778295436596,3.2325186443027842,0.7411303579842851
0.6999999999999996,0.6572186321413369,4.127146962278153,0.8285954859350312
0.6999999999999996,0.6735984018411003,4.51745004461267,0.9129180032090969
0.6999999999999996,0.6494091968768049,4.004617865663941,0.7729059690015011
0.6999999999999996,0.6195659200606283,3.461563881168475,0.7174128161544046
0.6999999999999996,0.7386818370671366,6.07310974028832,1.256182326964365
0.7999999999999997,0.8130292144855177,9.36351306583237,1.8201502573657065
0.7999999999999997,0.803973572574918,9.085960450310866,1.7233674140327095
0.7999999999999997,0.7832539267462135,8.21642140697916,1.4880813278396008
0.7999999999999997,0.8249833333630793,10.195836895828494,1.9471440175807562
0.7999999999999997,0.8179518306104174,10.952527930737691,2.09673270311367
0.8999999999999996,0.8722866517532144,14.566890878195537,2.3346208234182515
0.8999999999999996,0.9057820101059556,20.470898191216353,3.5347732896825774
0.8999999999999996,0.9273193638521778,29.12888918130513,4.363606458443671
0.8999999999999996,0.9037134348630843,19.670413732497508,3.397127441162582
0.8999999999999996,0.9008040164408155,19.5842364947234,3.3749772662528446
